patent_id,inventor_id,company_id
7431827,fl:ar_ln:judzis-1,org_mtRTVDEdo0lNlOp0GcwZ
8145745,fl:yi_ln:zhang-139,org_xlNWqmrnphnhzaJwiIFe
D661666,fl:to_ln:ogata-29,org_Cm4tbqntr5mVzlKtZPuE
