inventor_id,name,country
fl:br_ln:ikeda-1,Bryan H. Ikeda,
fl:br_ln:kane-11,Brittin Kane,
fl:br_ln:kindl-2,Bruno Kindl,
fl:br_ln:knudsen-1,Bruce Alan Knudsen,US
fl:br_ln:lester-4,Brett A. Lester,
fl:br_ln:long-21,Brian Long,
fl:br_ln:macdermott-1,Bruce R. MacDermott,
fl:br_ln:mookherjee-1,Braja D. Mookherjee,US
fl:br_ln:mott-1,Bryan T. Mott,
fl:br_ln:oxenrider-1,Bryce C. Oxenrider,US
fl:br_ln:pedersen-10,Bradley J. Pedersen,
fl:br_ln:perilloux-1,Bruce E. Perilloux,
fl:br_ln:power-2,Brendan Power,
fl:br_ln:reid-7,Bruce A. Reid,
fl:br_ln:riggs-10,Brett D. Riggs,
fl:br_ln:roddy-2,Brian Roddy,
fl:br_ln:rohder-1,Brian K. Rohder,
fl:br_ln:salisbury-2,Brian A. Salisbury,
fl:br_ln:schlussman-1,Bret D. Schlussman,
fl:br_ln:schmidt-3,Bruce E. Schmidt,
fl:br_ln:schuman-1,Bruce M. Schuman,
fl:br_ln:shova-5,Bryan Shova,
fl:br_ln:sisney-1,Brent L. Sisney,
fl:br_ln:slone-1,Brian W. Slone,
fl:br_ln:smith-54,Brian E. Smith,
fl:br_ln:spinar-1,Brian Spinar,
fl:br_ln:spinneweber-1,Brian K. Spinneweber,
fl:br_ln:stenne-1,Brice M. Stenne,
fl:br_ln:tang-4,Brian Tang,
fl:br_ln:taylor-34,Brigham Thomas Taylor,
fl:br_ln:templeton-2,Bradley Templeton,
fl:br_ln:tockman-1,Bruce A. Tockman,
fl:br_ln:valdes-1,Bruno A. Valdes,
fl:br_ln:wall-6,Brian Wall,
fl:br_ln:weber-6,Bruce W. Weber,
fl:br_ln:wilcutt-1,Bryan Allen Wilcutt,
fl:br_ln:wilson-94,Bruce A. Wilson,US
fl:bu_ln:bockem-1,Burkhard Böckem,
fl:bu_ln:choi-12,Bum Gyu Choi,
fl:bu_ln:jung-14,Bu-Seop JUNG,
fl:bu_ln:metin-1,Burak Metin,
fl:bu_ln:sawano-1,Bunji Sawano,
fl:bu_ln:schulte-1,Burkart Schulte,
fl:bu_ln:suh-6,Bum-Seok Suh,
fl:by_ln:ahn-47,Byung-Kyu Ahn,
fl:by_ln:choi-68,Byung-Jin Choi,
fl:by_ln:jeon-98,ByungKil Jeon,
fl:by_ln:jo-12,Byeong Hak Jo,
fl:by_ln:kim-284,ByoungSuk Kim,
fl:by_ln:lee-81,Byung Sun Lee,
fl:c._ln:fernando-2,C. J. Anthony Fernando,US
fl:c._ln:kenrick-1,C. Robert Kenrick,
fl:ca_ln:bourbon-1,Carole Bourbon,
fl:ca_ln:boutelle-1,Cassie Boutelle,
fl:ca_ln:buczek-1,Carl J. Buczek,
fl:ca_ln:chen-2,Cameron Kai-Ming Chen,
fl:ca_ln:clayberger-1,Carol Clayberger,
fl:ca_ln:colangelo-2,Carl J. Colangelo,US
fl:ca_ln:couillard-1,Cal Couillard,
fl:ca_ln:dalgleish-1,Cam Dalgleish,
fl:ca_ln:edwards-23,Catherine A. Edwards,
fl:ca_ln:finlay-1,Callum Niall Fergus Finlay,
fl:ca_ln:gehlhausen-2,Carl Gehlhausen,
fl:ca_ln:gironesremirez-1,Carlos Gironés Remírez,
fl:ca_ln:hafke-1,Carl Hafke,
fl:ca_ln:haire-1,Caroline Rose Haire,
fl:ca_ln:june-1,Carl H. June,US
fl:ca_ln:koshinski-2,Casmir J. Koshinski,
fl:ca_ln:kreuzer-1,Carsten Heinrich Kreuzer,
fl:ca_ln:kuo-6,Calvin Yue-Ren Kuo,
fl:ca_ln:masputra-2,Cahya Adiansyah Masputra,
fl:ca_ln:morato-2,Carlos Morato,US
fl:ca_ln:myerholtz-1,Carl A. Myerholtz,
fl:ca_ln:paterson-2,Carrie Paterson,
fl:ca_ln:pazos-1,Carlos Marcelo Dias Pazos,
fl:ca_ln:phillips-22,Cary Phillips,
fl:ca_ln:reiss-2,Caroline Reiss,US
fl:ca_ln:rekully-1,Cameron M. Rekully,
fl:ca_ln:seim-2,Caitlyn Seim,
fl:ca_ln:serghine-1,Camel Serghine,
fl:ca_ln:yang-24,Cai Yang,
fl:ca_ln:zimmerman-4,Carey W. Zimmerman,
fl:ce_ln:agneray-1,Cédric Agneray,
fl:ce_ln:bonnetgonnet-1,Cecile Bonnet-Gonnet,
fl:ce_ln:corral-3,Celestino A. Corral,
fl:ce_ln:forzano-1,Cesare Forzano,
fl:ce_ln:gonzales-1,Cesar A. Gonzales,US
fl:ce_ln:mahieux-2,Celine Mahieux,
fl:ch_ln:bonzon-1,Christine Bonzon,
fl:ch_ln:boon-4,Choong Seng Boon,
fl:ch_ln:canton-1,Christian Canton,
fl:ch_ln:cao-111,Chong Cao,
fl:ch_ln:chen-1086,Chiu-Jung Chen,
fl:ch_ln:chen-1624,Chao-Cheng Chen,
fl:ch_ln:chen-208,Chieh-Fang Chen,
fl:ch_ln:chen-2432,Chenggang Chen,
fl:ch_ln:cheng-337,Chao-Ching Cheng,
fl:ch_ln:cheng-359,Chi-Yuan Cheng,
fl:ch_ln:cheng-372,Chia-Yang Cheng,
fl:ch_ln:cheng-471,Chi Wah Cheng,
fl:ch_ln:cheng-75,Chih-Pi Cheng,
fl:ch_ln:choi-74,Chang Youl Choi,
fl:ch_ln:chuang-77,Chia-Ho Chuang,
fl:ch_ln:chung-145,Chong-sam Chung,
fl:ch_ln:cornish-1,Charles Cornish,
fl:ch_ln:culberson-1,Christopher CULBERSON,
fl:ch_ln:d'acosta-1,Chris D'Acosta,
fl:ch_ln:dehillerin-1,Charles-André De Hillerin,
fl:ch_ln:distasio-1,Christopher C. Distasio,
fl:ch_ln:dodd-8,Christopher Dodd,GB
fl:ch_ln:drenth-2,Christopher L. Drenth,
fl:ch_ln:eagan-3,Christopher S. Eagan,
fl:ch_ln:feild-1,Christopher Adam Feild,US
fl:ch_ln:fukaya-1,Chikara Fukaya,
fl:ch_ln:fuoco-2,Charles Fuoco,
fl:ch_ln:gaal-1,Christopher Gaal,US
fl:ch_ln:garg-4,Chaya Garg,
fl:ch_ln:ghosh-11,Chittabrata Ghosh,
fl:ch_ln:graf-5,Charles T. Graf,
fl:ch_ln:gregory-15,Christopher Gregory,US
fl:ch_ln:greskovich-1,Charles D. Greskovich,US
fl:ch_ln:gu-74,Chang-Il Gu,
fl:ch_ln:hardee-1,Christopher J. Hardee,US
fl:ch_ln:harrises-1,Christopher M. Harrises,US
fl:ch_ln:hayashi-10,Chihiro Hayashi,
fl:ch_ln:he-169,Chuanfeng HE,
fl:ch_ln:hoang-3,Charles Hoang,US
fl:ch_ln:hsieh-391,Chih-Cheng Hsieh,
fl:ch_ln:hsu-81,Chien-En Hsu,
fl:ch_ln:huang-219,Chien-Chao Huang,
fl:ch_ln:huang-466,Chien-Hsun Huang,
fl:ch_ln:huang-693,Chung-Lin Huang,
fl:ch_ln:huang-763,Chen-Yi Huang,
fl:ch_ln:huang-791,Chien Pang HUANG,
fl:ch_ln:hull-12,Charles W. Hull,
fl:ch_ln:hundersmarck-1,Christopher Fulton Hundersmarck,
fl:ch_ln:ito-19,Chiharu Ito,
fl:ch_ln:jariwala-1,Chetan P. Jariwala,
fl:ch_ln:jeffs-1,Christopher S. Jeffs,
fl:ch_ln:jin-87,Chia-Yu Jin,
fl:ch_ln:jolliffe-3,Charles Jolliffe,
fl:ch_ln:jones-84,Christopher C. Jones,
fl:ch_ln:jou-2,Chewn-Pu Jou,
fl:ch_ln:jung-226,Chulgyu Jung,
fl:ch_ln:kennedy-4,Christopher R. Kennedy,US
fl:ch_ln:kim-149,Chang Il Kim,
fl:ch_ln:kim-287,Chang Hyun Kim,
fl:ch_ln:kloxin-1,Christopher J. Kloxin,
fl:ch_ln:kogge-1,Chris Scott Kogge,
fl:ch_ln:kohlpaintner-1,Christian Kohlpaintner,
fl:ch_ln:koller-4,Charles Koller,
fl:ch_ln:kramer-10,Chad Kramer,
fl:ch_ln:ku-109,Chen-Kuo Ku,
fl:ch_ln:kuhn-3,Christian Kuhn,
fl:ch_ln:lai-150,Chun-Hsiang Lai,
fl:ch_ln:larsen-16,Charles E. Larsen,
fl:ch_ln:lee-1045,Chung-Ju Lee,
fl:ch_ln:lee-1136,Ching-Hao Lee,
fl:ch_ln:lee-1825,Chang-Soo Lee,
fl:ch_ln:lee-2105,Chulkyu Lee,
fl:ch_ln:lee-2267,Changmoo Lee,
fl:ch_ln:lee-455,CHE-MING LEE,
fl:ch_ln:lehnert-3,Charles W. Lehnert,
fl:ch_ln:lences-1,Charles F. Lences,US
fl:ch_ln:lerche-3,Christoph Lerche,
fl:ch_ln:li-310,Chun Li,
fl:ch_ln:li-887,Chao Li,
fl:ch_ln:liang-25,Chun-Sheng Liang,
fl:ch_ln:lim-283,Chi-Woo Lim,
fl:ch_ln:lin-1087,Chung-Yan Lin,
fl:ch_ln:lin-213,Ching-Fuh Lin,
fl:ch_ln:lin-692,Chih-Wei Lin,
fl:ch_ln:lin-793,Chih-Han Lin,
fl:ch_ln:liu-1379,Chaopeng Liu,
fl:ch_ln:liu-868,Cheh-Kang Liu,
fl:ch_ln:manjunath-3,Chinmaya Manjunath,
fl:ch_ln:mann-31,Christopher J. Mann,
fl:ch_ln:matusche-1,Charlotte Matusche,
fl:ch_ln:mcconnell-5,Christopher McConnell,
fl:ch_ln:melanson-3,Christopher Melanson,
fl:ch_ln:mellen-2,Chris Mellen,
fl:ch_ln:moxham-1,Chris Moxham,
fl:ch_ln:nagl-1,Christoph Nagl,
fl:ch_ln:nishio-3,Chikara Nishio,
fl:ch_ln:nolan-2,Christopher D. Nolan,US
fl:ch_ln:obosu-1,Charles B. Obosu,
fl:ch_ln:park-792,Choonghyo PARK,
fl:ch_ln:phillips-53,Chris Phillips,
fl:ch_ln:plunket-1,Christopher Sean Plunket,US
fl:ch_ln:provenzano-2,Christopher A. Provenzano,US
fl:ch_ln:rebbeck-1,Christine L. Rebbeck,
fl:ch_ln:ripka-1,Chester D. Ripka,US
fl:ch_ln:roof-1,Christopher Roof,
fl:ch_ln:sabotta-1,Christopher R. Sabotta,
fl:ch_ln:schlunke-1,Christopher K. Schlunke,
fl:ch_ln:schmidt-27,Christian Schmidt,
fl:ch_ln:shimizu-8,Chiyuki Shimizu,
fl:ch_ln:small-3,Christopher Small,US
fl:ch_ln:smiechowski-1,Christina J. Smiechowski,
fl:ch_ln:song-63,Cheolock Song,
fl:ch_ln:song-79,Chang Hwan Song,
fl:ch_ln:stich-2,Christian M. Stich,
fl:ch_ln:stoner-6,Charles S Stoner,
fl:ch_ln:su-187,Cheng-Wei Su,
fl:ch_ln:tanaka-6,Chiaki Tanaka,
fl:ch_ln:tang-201,Cheng Tang,
fl:ch_ln:tarapata-2,Chris Tarapata,US
fl:ch_ln:ting-68,Chou-Ling Ting,
fl:ch_ln:tsai-403,Cheng-Hsiung Tsai,
fl:ch_ln:tsai-839,Chin-Yu Tsai,
fl:ch_ln:tsai-94,Chiou-Wei Tsai,
fl:ch_ln:ulrich-1,Christoph Ulrich,
fl:ch_ln:vigild-1,Christian Winge Vigild,
fl:ch_ln:villar-2,Christopher M. Villar,
fl:ch_ln:walstad-1,Christopher L. Walstad,
fl:ch_ln:wan-71,Chen Wan,
fl:ch_ln:wang-1069,Chuanhao Wang,
fl:ch_ln:wang-1513,Chunhuai Wang,
fl:ch_ln:wang-152,Chun-Wei Wang,
fl:ch_ln:wang-753,Cheng-Kang Wang,
fl:ch_ln:wei-202,Chao WEI,
fl:ch_ln:wei-287,Chengyun Wei,
fl:ch_ln:weis-6,Christoph Weis,
fl:ch_ln:wiklof-1,Christopher A. Wiklof,
fl:ch_ln:wilcox-4,Christopher C. Wilcox,
fl:ch_ln:willison-1,Christi G. Willison,
fl:ch_ln:wu-1095,Chih-Hung Wu,
fl:ch_ln:wu-293,Chia-Chin Wu,
fl:ch_ln:wu-424,Chung-Hao Wu,
fl:ch_ln:wu-726,Chin-Ho Wu,
fl:ch_ln:yamazaki-7,Chiharu Yamazaki,
fl:ch_ln:yang-1373,Chui Woong Yang,
fl:ch_ln:yang-34,Chung-Shan Yang,
fl:ch_ln:yang-487,Chun-Suk Yang,
fl:ch_ln:yao-64,Chih-Wen Yao,
fl:ch_ln:yi-20,Chang-Han Yi,US
fl:ch_ln:yu-459,Ching Yu,
fl:ch_ln:zhang-249,Chen Zhang,
fl:ch_ln:zhou-36,Chunhong Zhou,
fl:ci_ln:scaletti-1,Ciana Marie Scaletti,
fl:cl_ln:bailey-14,"Clyde C. Bailey, Jr.",US
fl:cl_ln:bailey-16,Clare Bailey,
fl:cl_ln:boelter-1,Claus H.H. Boelter,
fl:cl_ln:bourgeois-2,Claude Bourgeois,
fl:cl_ln:despatie-1,Claude Despatie,
fl:cl_ln:feger-1,Claudius Feger,
fl:cl_ln:george-6,Clayton A. George,
fl:cl_ln:grandahl-1,"Clinton Craig Grandahl, Jr.",
fl:cl_ln:hull-2,"Clarence Eugene Hull, III",
fl:cl_ln:jorgenson-2,Clint C. Jorgenson,
fl:cl_ln:kucharski-1,Cliff Kucharski,
fl:cl_ln:mapelli-1,Claudio Mapelli,US
fl:cl_ln:maranville-1,Clay Wesley Maranville,
fl:cl_ln:meneely-1,Clinton T. Meneely,
fl:cl_ln:messale-1,Claudio Messale,
fl:cl_ln:smoyer-1,Clinton Smoyer,
fl:co_ln:bacon-1,Cory S. Bacon,
fl:co_ln:chen-19,Cong Chen,
fl:co_ln:cortez-1,Connie Cortez,
fl:co_ln:gardner-1,Cornel Lewis Gardner,
fl:co_ln:keene-1,Colin H. Keene,
fl:co_ln:kelley-6,Colin D. Kelley,
fl:co_ln:liu-8,Cong Liu,
fl:co_ln:norris-1,Colin L. Norris,
fl:co_ln:shattuck-1,Colman D. Shattuck,US
fl:co_ln:wessells-2,Colin Deane Wessells,
fl:cr_ln:christian-1,Craig W. Christian,
fl:cr_ln:crump-1,Craig D. Crump,
fl:cr_ln:derian-1,Craig Derian,
fl:cr_ln:deroy-1,Craig I. DeRoy,
fl:cr_ln:ernst-1,"Craig E. Ernst, Jr.",US
fl:cr_ln:fraser-2,Cromwell Fraser,
fl:cr_ln:knoener-1,Craig Steven Knoener,
fl:cr_ln:noeldner-1,Craig Andrew Noeldner,
fl:cr_ln:ostrom-1,Craig A. Ostrom,
fl:cr_ln:paulsen-2,Craig Paulsen,
fl:cr_ln:pereira-4,Cristiano L. Pereira,
fl:cr_ln:petrie-1,Craig S. Petrie,US
fl:cr_ln:werner-1,Craig Roy Werner,
fl:cu_ln:chen-26,Cuihong Chen,
fl:cu_ln:hubmann-1,Curtis H. Hubmann,
fl:cu_ln:taylor-8,Curtis Taylor,
fl:cy_ln:furse-1,Cynthia Furse,
fl:cy_ln:keppel-2,Cynthia E. Keppel,
fl:cy_ln:shovary-1,Cynthia Ann Shovary,
fl:cy_ln:wawrzyniak-1,Cynthia Jo. Wawrzyniak,
fl:d._ln:rasmussen-1,D. Rene Rasmussen,US
fl:da_ln:alberts-1,David S. Alberts,
fl:da_ln:allcock-1,David John Allcock,
fl:da_ln:allis-3,Daniel Allis,US
fl:da_ln:anderson-91,David M. Anderson,
fl:da_ln:andrews-8,Daniel E. Andrews,US
fl:da_ln:angel-3,David J. Angel,
fl:da_ln:angell-3,David Angell,
fl:da_ln:araki-5,Daisuke Araki,
fl:da_ln:armetta-1,David Armetta,US
fl:da_ln:arnoux-1,Daniel Arnoux,
fl:da_ln:aryanpanah-1,David Aryanpanah,
fl:da_ln:baer-2,David Baer,
fl:da_ln:bajune-1,David E. Bajune,
fl:da_ln:balluchi-1,Daniele Balluchi,
fl:da_ln:barrett-7,David J. Barrett,
fl:da_ln:basulto-1,David Basulto,
fl:da_ln:bischof-2,Daniel F. Bischof,
fl:da_ln:bradford-5,David Allen Bradford,
fl:da_ln:buring-1,David Buring,
fl:da_ln:cagle-1,David J. Cagle,
fl:da_ln:cao-9,Daliang Cao,
fl:da_ln:capitini-1,Davide Capitini,
fl:da_ln:chan-41,David Chan,US
fl:da_ln:chan-49,Danny Chan,
fl:da_ln:cho-11,Dai-Han Cho,
fl:da_ln:claremon-1,David A. Claremon,US
fl:da_ln:cohn-2,David Ariel Cohn,
fl:da_ln:collart-2,Daniel Collart,
fl:da_ln:conner-2,David E. Conner,
fl:da_ln:cooke-15,David Cooke,
fl:da_ln:corcos-1,Dan Corcos,
fl:da_ln:coster-2,Daniel J. Coster,
fl:da_ln:creemer-1,David Z. Creemer,
fl:da_ln:cromer-1,Daryl Cromer,
fl:da_ln:cummings-6,David W. Cummings,
fl:da_ln:cvoric-1,Dalibor Cvoric,
fl:da_ln:danzilio-1,David Danzilio,US
fl:da_ln:dorr-2,David Dorr,
fl:da_ln:ellingson-3,David I. Ellingson,
fl:da_ln:elmaleh-1,David R. Elmaleh,US
fl:da_ln:ferguson-18,David I. Ferguson,
fl:da_ln:fielder-2,David A. Fielder,
fl:da_ln:fischer-34,Dan E. Fischer,
fl:da_ln:fleming-6,Danny L. Fleming,
fl:da_ln:flynn-10,David Timothy Flynn,
fl:da_ln:formosa-2,Daniel Formosa,US
fl:da_ln:gabor-2,Daniel A. Gabor,
fl:da_ln:garber-1,Daniel Eugene Garber,
fl:da_ln:gardner-26,David Richard Gardner,
fl:da_ln:garrett-17,Danny Garrett,
fl:da_ln:gist-1,David Ryan Gist,
fl:da_ln:goertzen-2,Daniel M. Goertzen,
fl:da_ln:grant-37,Danny A. Grant,
fl:da_ln:grupp-1,Daniel E. Grupp,
fl:da_ln:hawtof-1,Daniel Warren Hawtof,
fl:da_ln:hensley-2,Daniel Hensley,
fl:da_ln:herbst-8,Damon Herbst,
fl:da_ln:holmes-13,David John Holmes,
fl:da_ln:holmes-25,David Holmes,
fl:da_ln:horak-2,David V. Horak,US
fl:da_ln:hull-5,David Hull,
fl:da_ln:imai-8,David Tadashi Imai,
fl:da_ln:imamura-3,Daichi Imamura,
fl:da_ln:inakoshi-1,Daisuke Inakoshi,
fl:da_ln:jennings-16,David Jennings,
fl:da_ln:johnson-110,David A. Johnson,
fl:da_ln:johnston-32,David F. Johnston,US
fl:da_ln:karlsson-3,Dan Karlsson,
fl:da_ln:kelly-1,Dana R. Kelly,US
fl:da_ln:kelly-19,David P. Kelly,US
fl:da_ln:kikuchi-7,Daisuke Kikuchi,
fl:da_ln:kim-103,Dae Hyun Kim,
fl:da_ln:kim-151,Daniel Kim,
fl:da_ln:kim-230,Daekyun Kim,
fl:da_ln:klaus-6,Dale A. Klaus,
fl:da_ln:klayman-1,Daniel L. Klayman,
fl:da_ln:klikic-1,Damir Klikic,US
fl:da_ln:kravitz-2,David William Kravitz,
fl:da_ln:kummer-3,David A. Kummer,
fl:da_ln:kuntman-1,Daryal Kuntman,
fl:da_ln:ladret-1,Daniel Ladret,
fl:da_ln:langley-1,David R. Langley,US
fl:da_ln:lloyd-10,David Peter Lloyd,
fl:da_ln:lonergan-1,David Lonergan,
fl:da_ln:lough-1,David M. Lough,US
fl:da_ln:loughmiller-2,Daniel R. Loughmiller,
fl:da_ln:lueneburg-1,David C. Lueneburg,
fl:da_ln:lymberopoulos-1,David Lymberopoulos,
fl:da_ln:mackey-9,David Mackey,
fl:da_ln:malkhi-1,Dahlia Malkhi,US
fl:da_ln:matteson-2,David O. Matteson,
fl:da_ln:mcarthur-6,"David T. McArthur, deceased",
fl:da_ln:mccoul-1,David James Mccoul,
fl:da_ln:mcgrew-2,David McGrew,
fl:da_ln:meyer-49,Daniel Meyer,
fl:da_ln:meyer-50,Daniel Meyer,US
fl:da_ln:mies-1,David Mies,
fl:da_ln:mihranian-1,Daniela Mihranian,
fl:da_ln:moloney-4,David Moloney,
fl:da_ln:monroe-5,David A. Monroe,
fl:da_ln:motov-1,David L. Motov,
fl:da_ln:muraoka-2,Daisuke Muraoka,
fl:da_ln:murti-1,Dasarao K. Murti,
fl:da_ln:nagaoka-2,Daisei Nagaoka,
fl:da_ln:nakata-1,Daichi NAKATA,
fl:da_ln:neff-1,Danielle K. Neff,
fl:da_ln:o'keefe-6,Daniel P. O'Keefe,US
fl:da_ln:o'mahony-2,Davin O'Mahony,
fl:da_ln:parker-55,Dane K. Parker,
fl:da_ln:persing-1,David H. Persing,
fl:da_ln:plumptre-1,David Aubrey Plumptre,
fl:da_ln:poirier-4,Dave Poirier,
fl:da_ln:prenger-2,Daniel J. Prenger,
fl:da_ln:puckeridge-1,David A. Puckeridge,
fl:da_ln:reedy-1,David V. Reedy,
fl:da_ln:rio-1,David RIO,
fl:da_ln:rodriguez-13,David Rodriguez,
fl:da_ln:salisbury-1,David E. M. Salisbury,
fl:da_ln:schade-1,David Arthur Schade,
fl:da_ln:schlicker-2,Darrell E. Schlicker,US
fl:da_ln:schurig-3,David Schurig,US
fl:da_ln:sclove-1,David B. Sclove,
fl:da_ln:shippy-1,David Shippy,
fl:da_ln:shortt-1,David W. Shortt,
fl:da_ln:shum-4,Danny Pak-Chum Shum,
fl:da_ln:simpson-18,"David W. Simpson, Sr.",
fl:da_ln:skibinski-2,David Skibinski,
fl:da_ln:skidmore-1,David A. Skidmore,
fl:da_ln:soltis-2,Daniel A. Soltis,
fl:da_ln:somerville-6,David H. Somerville,
fl:da_ln:sterling-1,Daniel Peter Sterling,US
fl:da_ln:stolarz-1,Damien Phelan Stolarz,
fl:da_ln:suleman-1,Dani Suleman,
fl:da_ln:suzuki-3,Daiju Suzuki,
fl:da_ln:takagi-4,Daisuke Takagi,
fl:da_ln:teale-2,David Teale,
fl:da_ln:terpstra-1,Daniel A. Terpstra,
fl:da_ln:trenker-1,Daniel Trenker,
fl:da_ln:vanwyk-3,Danie van Wyk,
fl:da_ln:vensel-1,David Vensel,US
fl:da_ln:verheyden-2,Danny Willy August Verheyden,
fl:da_ln:viassolo-1,Daniel Viassolo,
fl:da_ln:wadmark-1,David Wadmark,
fl:da_ln:waller-6,David P. Waller,US
fl:da_ln:wang-182,Danni Wang,
fl:da_ln:weitz-1,David A. Weitz,US
fl:da_ln:willits-1,David S. Willits,
fl:da_ln:wilson-22,David P. Wilson,
fl:da_ln:wilson-62,David Matthew Wilson,
fl:da_ln:wishin-1,David J. Wishin,
fl:da_ln:wohlgenannt-1,Daniel Wohlgenannt,
fl:da_ln:wrigg-1,Darren Wrigg,
fl:da_ln:yang-60,Daeyeol Yang,
fl:da_ln:youn-11,Dae-Young Youn,
fl:da_ln:yu-50,Daniel Yu,US
fl:da_ln:zagury-1,Daniel Zagury,
fl:da_ln:zeilingold-1,Daphna Zeilingold,
fl:da_ln:zhang-72,David D. Zhang,US
fl:da_ln:ziebarth-1,Dale James Ziebarth,
fl:da_ln:zilberberg-1,David Zilberberg,
fl:de_ln:abbaszadeh-1,Debra Abbaszadeh,
fl:de_ln:babin-2,Denis Babin,
fl:de_ln:beckmann-2,Detlef Beckmann,
fl:de_ln:bisantz-1,Denis J. Bisantz,
fl:de_ln:chin-7,Der-Tau Chin,US
fl:de_ln:clapper-1,Dennis L. Clapper,
fl:de_ln:guckert-1,Debbie Guckert,US
fl:de_ln:hsu-7,Derek Hsen Dai Hsu,
fl:de_ln:kamath-1,Deeksha Kamath,
fl:de_ln:kamen-2,Dean Kamen,US
fl:de_ln:knight-7,Dennis Knight,
fl:de_ln:kurschner-2,Dennis L. Kurschner,
fl:de_ln:lamb-2,Dennis T. Lamb,
fl:de_ln:lin-56,Dexu Lin,
fl:de_ln:liu-27,Dean-Mo Liu,
fl:de_ln:nagvekar-1,Devdatt S. Nagvekar,
fl:de_ln:nitschke-1,Dean M. Nitschke,
fl:de_ln:oxley-2,Derek Oxley,
fl:de_ln:pedersen-3,Dennis Pedersen,
fl:de_ln:reaves-1,Debra Jean Reaves,
fl:de_ln:sadana-3,Devendra K. Sadana,US
fl:de_ln:sauro-2,Dennis M. Sauro,
fl:de_ln:schaefer-2,Dean Schaefer,
fl:de_ln:shea-5,Dennis J. Shea,US
fl:de_ln:stephens-2,Dennis L. Stephens,
fl:de_ln:trivedi-1,Deepak Trivedi,US
fl:de_ln:tyler-1,Derek E. Tyler,US
fl:de_ln:underhill-1,Derek Michael Underhill,
fl:de_ln:wang-137,Dengfeng Wang,
fl:de_ln:warner-7,Derek Warner,
fl:de_ln:wong-19,Denny Wong,
fl:de_ln:wristers-2,Derick J. Wristers,
fl:de_ln:yang-8,Dennis Seung-Man Yang,
fl:dh_ln:dharaiya-1,Dhawal P. Dharaiya,
fl:di_ln:berlin-2,Diana Berlin,
fl:di_ln:boeckh-2,Dieter Boeckh,
fl:di_ln:dietrich-1,Dimo Dietrich,
fl:di_ln:durand-3,Didier Durand,
fl:di_ln:efthimiadis-2,Dimitrios Efthimiadis,
fl:di_ln:gerhard-3,Dirnberger Gerhard,
fl:di_ln:gnaneswaran-1,Dinesh Babu Thirukondan Gnaneswaran,
fl:di_ln:gowda-1,Dinesh Kapani Gowda,
fl:di_ln:haerle-1,Dieter Haerle,
fl:di_ln:isaacs-3,Dickon Isaacs,
fl:di_ln:lehmann-3,Dieter Lehmann,
fl:di_ln:oechsle-1,Dietmar Oechsle,
fl:di_ln:offenberg-1,Dirk Offenberg,
fl:di_ln:pramanik-3,Dipankar Pramanik,
fl:di_ln:rathmann-1,Dietrich Rathmann,
fl:di_ln:schnier-1,Dietmar Schnier,
fl:di_ln:sharma-18,Diwakar Sharma,
fl:di_ln:vanmanen-1,Dirk-Jan Van Manen,
fl:di_ln:yanakiev-1,Diana Yanakiev,
fl:do_ln:angelosanto-1,Donald J. Angelosanto,
fl:do_ln:attanasio-1,Dominique Attanasio,
fl:do_ln:barkey-1,Douglas Jay Barkey,
fl:do_ln:butler-5,Donald E. Butler,
fl:do_ln:caldwell-1,Doug Caldwell,
fl:do_ln:damour-1,Dominique Damour,
fl:do_ln:davis-11,Donald D. Davis,
fl:do_ln:dole-1,Douglas R. Dole,US
fl:do_ln:epuechi-1,Domithilla Epuechi,US
fl:do_ln:erickson-6,Donald E. Erickson,
fl:do_ln:gardner-8,Donald S. Gardner,
fl:do_ln:goulet-2,Douglas P. Goulet,
fl:do_ln:grieco-1,Donald M. Grieco,US
fl:do_ln:guenther-2,Douglas G. Guenther,
fl:do_ln:herrmann-3,Douglas K. Herrmann,
fl:do_ln:huber-11,Donald G. Huber,
fl:do_ln:kang-53,Dong Woo Kang,
fl:do_ln:kerth-1,Donald A. Kerth,
fl:do_ln:kim-187,Dong Soo Kim,
fl:do_ln:kim-766,Dong-Gyu Kim,
fl:do_ln:kreutzer-2,Donald L. Kreutzer,US
fl:do_ln:kubicek-1,Donald H. Kubicek,
fl:do_ln:lee-140,Dong-Won Lee,
fl:do_ln:lee-193,Dong-Seon Lee,
fl:do_ln:lim-142,Dongguk LIM,
fl:do_ln:livnat-1,Doron Livnat,
fl:do_ln:parr-1,Douglas R. Parr,
fl:do_ln:ramm-1,Dov Ramm,
fl:do_ln:shi-20,Dongyang Shi,
fl:do_ln:smith-73,Douglas A. Smith,
fl:do_ln:stewart-30,Douglas G. Stewart,
fl:do_ln:sullivan-2,Donald P. Sullivan,
fl:do_ln:taylor-18,Donald M. Taylor,
fl:do_ln:thomas-13,"Donald C. Thomas, III",
fl:do_ln:whitman-2,Douglas F. Whitman,
fl:do_ln:wortman-1,Donald E. Wortman,
fl:do_ln:yang-100,Dongye Yang,
fl:dr_ln:jeremic-1,Dragan Jeremic,
fl:du_ln:kezele-1,Dusko A. Kezele,
fl:du_ln:kirk-1,Duane B. Kirk,
fl:du_ln:moon-7,Duck Su Moon,
fl:du_ln:siegel-1,Dustin Siegel,
fl:du_ln:tran-10,Duc Thanh Tran,
fl:du_ln:tyler-1,Dustin Tyler,
fl:du_ln:vecera-1,Dusan Vecera,
